iter	RMSE
266	3.902228784
267	3.901229612
268	3.900748265
269	3.899943805
270	3.899126507
271	3.897868785
272	3.896940618
273	3.896554891
274	3.895831808
275	3.893659144
276	3.892991629
277	3.892132379
278	3.891559342
279	3.889766887
280	3.889041269
281	3.887939673
282	3.88743384
283	3.886308851
284	3.885361334
285	3.884962076
286	3.884251436
287	3.883668127
288	3.883035611
289	3.882117941
290	3.881544251
291	3.880074916
292	3.879347029
293	3.878464103
294	3.878019689
295	3.876816474
296	3.876249854
297	3.875408626
298	3.874678737
299	3.874078801
300	3.87363116
301	3.872368554
302	3.871445391
303	3.870329741
304	3.869690497
305	3.868975782
306	3.867071122
307	3.86616057
308	3.865409635
309	3.865057495
310	3.864343896
311	3.863703474
312	3.863152969
313	3.862722367
314	3.862415768
315	3.861808724
316	3.861183588
317	3.86083779
318	3.859790111
319	3.858969041
320	3.858348844
321	3.857390021
322	3.856688595
323	3.855975032
324	3.855165244
325	3.854448973
326	3.853546736
327	3.852689895
328	3.852347877
329	3.851721943
330	3.850337923
331	3.849710159
332	3.849322403
333	3.848841765
334	3.848410152
335	3.847776547
336	3.847049118
337	3.846665188
338	3.846228913
339	3.845723265
340	3.844297526
341	3.843747454
342	3.842196625
343	3.841375978
344	3.840781103
345	3.840409002
346	3.8396006
347	3.838331486
348	3.837734114
349	3.836569968
350	3.83552549
351	3.834548115
352	3.834137615
353	3.833285764
354	3.832500593
355	3.831858008
356	3.831352416
357	3.83079016
358	3.829953086
359	3.829190969
360	3.828301578
361	3.827709487
362	3.826966386
363	3.826412437
364	3.825876364
365	3.825357795
366	3.824663968
367	3.824003846
368	3.823427127
369	3.822936935
370	3.822356952
371	3.821801951
372	3.821308503
373	3.820714918
374	3.819659666
375	3.81907106
376	3.818379169
377	3.817960733
378	3.817247852
379	3.816852038
380	3.816494063
381	3.815447282
382	3.814372536
383	3.813852204
384	3.813334397
385	3.812720769
386	3.812289178
387	3.811791935
388	3.811423387
389	3.810747112
390	3.81024671
391	3.80979127
392	3.809309295
393	3.808953295
394	3.808581073
395	3.808064623
396	3.807630912
397	3.806891376
398	3.806387429
399	3.806150439
400	3.805172202
401	3.804647536
402	3.803704982
403	3.803170653
404	3.802506624
405	3.801862944
406	3.800979915
407	3.800253974
408	3.799227383
409	3.798807074
410	3.798279264
411	3.797958873
412	3.797281199
413	3.79669701
414	3.79583528
415	3.795228767
416	3.794652922
417	3.794194345
418	3.793484921
419	3.793098233
420	3.792641452
421	3.79208051
422	3.791467667
423	3.790917762
424	3.790562244
425	3.790119923
426	3.789443404
427	3.788762604
428	3.787986881
429	3.787484781
430	3.786849774
431	3.786224821
432	3.785808359
433	3.785589163
434	3.7852203
435	3.784891646
436	3.784252383
437	3.783629231
438	3.783241833
439	3.782487227
440	3.781711664
441	3.781153415
442	3.780291675
443	3.779814621
444	3.779349261
445	3.778598759
446	3.778069588
447	3.777772663
448	3.777191507
449	3.776660147
450	3.776367637
451	3.776074895
452	3.775655113
453	3.775292166
454	3.774938364
455	3.774508899
456	3.774122891
457	3.773714086
458	3.773099927
459	3.772436183
460	3.771936278
461	3.771113469
462	3.770300181
463	3.76986543
464	3.769519855
465	3.769107817
466	3.768673393
467	3.768183897
468	3.767856953
469	3.767476636
470	3.766947442
471	3.765994498
472	3.765654984
473	3.764957863
474	3.764476919
475	3.764017666
476	3.763583675
477	3.763176321
478	3.762891935
479	3.762393172
480	3.761666313
481	3.761304014
482	3.76086917
483	3.760312051
484	3.75980364
485	3.759510546
486	3.758545455
487	3.757876949
488	3.75749286
489	3.756771147
490	3.75639537
491	3.756036767
492	3.755655564
493	3.755274694
494	3.754895313
495	3.754551878
496	3.754210309
497	3.753768487
498	3.753258816
499	3.75281854
500	3.752374433
501	3.752131292
502	3.750741566
503	3.750159807
504	3.749502036
505	3.748964801
506	3.748685696
507	3.748405131
508	3.748034566
509	3.747750643
510	3.747395979
511	3.74643323
512	3.746160524
513	3.745731796
514	3.745320325
515	3.744963932
516	3.744599252
517	3.743855138
518	3.743251208
519	3.742760626
520	3.742305951
521	3.741968448
522	3.741488939
523	3.740904726
524	3.740508933
525	3.740102439
526	3.739682648
527	3.739262606
528	3.7388276
529	3.738449455
530	3.737951137
531	3.737741031
532	3.737452508
533	3.737134413
534	3.736726358
535	3.735751767
536	3.735141356
537	3.734569232
538	3.733879461
539	3.733570904
540	3.733127655
541	3.732609869
542	3.732006133
543	3.731582327
544	3.731068778
545	3.730834509
546	3.730349275
547	3.729842823
548	3.729347878
549	3.729119432
550	3.728786689
551	3.728209977
552	3.727761523
553	3.727325122
554	3.726916036
555	3.726399473
556	3.725942982
557	3.725396383
558	3.725092245
559	3.724405105
560	3.724024167
561	3.723532406
562	3.723323095
563	3.722898326
564	3.722548711
565	3.722139141
566	3.721434525
567	3.721139599
568	3.720774811
569	3.720469192
570	3.719969807
571	3.719643761
572	3.719430044
573	3.719070338
574	3.71854446
575	3.718059326
576	3.717534482
577	3.717021113
578	3.716475476
579	3.716155199
580	3.715589456
581	3.715335569
582	3.714729818
583	3.714343422
584	3.7139634
585	3.713344827
586	3.713024108
587	3.712844973
588	3.712597819
589	3.712267741
590	3.711886348
591	3.711550736
592	3.711226796
593	3.710733938
594	3.710319878
595	3.709976467
596	3.709474712
597	3.708591464
598	3.708310196
599	3.707687741
600	3.707359667
601	3.706596417
602	3.706426835
603	3.705765547
604	3.705413349
605	3.704898792
606	3.704277761
607	3.703882143
608	3.703358597
609	3.702904061
610	3.702485019
611	3.702144474
612	3.701764219
613	3.701097191
614	3.700628927
615	3.700240809
616	3.699520777
617	3.699276655
618	3.69896121
619	3.698451053
620	3.697972933
621	3.697591492
622	3.697184503
623	3.696588818
624	3.696129582
625	3.695693757
626	3.695264612
627	3.695106144
628	3.694772428
629	3.694305736
630	3.693951017
631	3.69343902
632	3.692991165
633	3.692371036
634	3.691924733
635	3.691658847
636	3.691285488
637	3.690934626
638	3.690454625
639	3.690034586
640	3.689485823
641	3.689299851
642	3.689018906
643	3.688525931
644	3.687950929
645	3.687117407
646	3.686583018
647	3.686200965
648	3.685766622
649	3.68550476
650	3.685142174
651	3.684338756
652	3.683885903
653	3.683625709
654	3.682940092
655	3.682633802
656	3.682280806
657	3.681756879
658	3.681433437
659	3.681013246
660	3.680757692
661	3.680360993
662	3.679985896
663	3.679515767
664	3.679237073
665	3.678985227
666	3.678438459
667	3.677972486
668	3.67782079
669	3.677479521
670	3.677124859
671	3.676766013
672	3.676292626
673	3.67575877
674	3.675135334
675	3.674663937
676	3.674171864
677	3.673668451
678	3.673348878
679	3.672895374
680	3.672427627
681	3.671924536
682	3.671375233
683	3.671083252
684	3.670745017
685	3.670358839
686	3.670037047
687	3.6696464
688	3.669363755
689	3.669045962
690	3.668739005
691	3.66823036
692	3.667826316
693	3.667417783
694	3.666636782
695	3.66626848
696	3.665995423
697	3.665419471
698	3.664997109
699	3.664700619
700	3.664176494
701	3.66379648
702	3.663648303
703	3.663325829
704	3.662929299
705	3.662426301
706	3.661903707
707	3.661727531
708	3.661345801
709	3.661108539
710	3.660567877
711	3.659842851
712	3.65950378
713	3.659088338
714	3.658722349
715	3.658449657
716	3.658016149
717	3.657446136
718	3.656780393
719	3.656394513
720	3.656035539
721	3.655643135
722	3.655313714
723	3.655010268
724	3.654738027
725	3.654190295
726	3.653798957
727	3.653237473
728	3.652885016
729	3.652413373
730	3.651780268
731	3.651453293
732	3.651314939
733	3.650897135
734	3.650511066
735	3.650131653
736	3.649714758
737	3.649212174
738	3.648980051
739	3.648554206
740	3.648220522
741	3.647881889
742	3.647508994
743	3.647066693
744	3.646698143
745	3.646123151
746	3.645861453
747	3.645170831
748	3.644342468
749	3.644247462
750	3.643876412
751	3.643379061
752	3.643124011
753	3.642519082
754	3.641868557
755	3.641301276
756	3.640785934
757	3.640437569
758	3.64001509
759	3.639614829
760	3.639105933
761	3.638812274
762	3.638597604
763	3.638205594
764	3.637756895
765	3.637353783
766	3.636781275
767	3.636278359
768	3.636074455
769	3.63557836
770	3.635177841
771	3.634742363
772	3.634215016
773	3.633813349
774	3.633455101
775	3.632957831
776	3.632708843
777	3.632318905
778	3.631942632
779	3.631706059
780	3.631136473
781	3.630603244
782	3.630230429
783	3.629857483
784	3.629501469
785	3.629073224
786	3.628650883
787	3.628184876
788	3.627918212
789	3.627538138
790	3.627174535
791	3.626771749
792	3.626438315
793	3.626096375
794	3.625839672
795	3.625160583
796	3.624738782
797	3.62445358
798	3.623908403
799	3.623386696
800	3.623012246
801	3.622320145
802	3.622070779
803	3.621726675
804	3.621353275
805	3.620928938
806	3.620518024
807	3.62020283
808	3.619648339
809	3.618978959
810	3.618752937
811	3.618602229
812	3.618101323
813	3.617777619
814	3.617329893
815	3.616730034
816	3.616300739
817	3.616067868
818	3.615551122
819	3.615148985
820	3.614774127
821	3.614483872
822	3.614070434
823	3.613668609
824	3.613257551
825	3.612742652
826	3.612194912
827	3.611870944
828	3.611305951
829	3.610864688
830	3.610560396
831	3.610126024
832	3.609565373
833	3.609257648
834	3.608907553
835	3.60842839
836	3.608004847
837	3.607613361
838	3.607251891
839	3.606872962
840	3.606321729
841	3.606127404
842	3.605693337
843	3.60536808
844	3.605069488
845	3.604591314
846	3.604333867
847	3.603918507
848	3.603627291
849	3.603242605
850	3.603107324
851	3.602779059
852	3.602340991
853	3.601963744
854	3.601633014
855	3.601117409
856	3.600697458
857	3.600246608
858	3.599977375
859	3.599657268
860	3.599185515
861	3.598901242
862	3.598479707
863	3.598130378
864	3.59800722
865	3.597649576
866	3.597496691
867	3.59724391
868	3.596903425
869	3.596666233
870	3.596363759
871	3.59586081
872	3.595429139
873	3.595103913
874	3.59440796
875	3.593890124
876	3.593581084
877	3.593143575
878	3.592849095
879	3.592485798
880	3.59221122
881	3.591653618
882	3.591362003
883	3.590962843
884	3.590641273
885	3.590207909
886	3.589847349
887	3.589305865
888	3.58898926
889	3.588165072
890	3.587676696
891	3.587330908
892	3.58690962
893	3.586556004
894	3.586152991
895	3.585831574
896	3.585589453
897	3.585078602
898	3.584538423
899	3.584090858
900	3.583677586
901	3.583443789
902	3.582916106
903	3.582448415
904	3.581975774
905	3.581524847
906	3.581104625
907	3.5802902
908	3.579924481
909	3.579574394
910	3.579296091
911	3.57890181
912	3.578673999
913	3.578124881
914	3.577646348
915	3.577311965
916	3.576976864
917	3.57667676
918	3.576333996
919	3.575918952
920	3.575452711
921	3.575182788
922	3.574915719
923	3.574669306
924	3.574266814
925	3.573808949
926	3.573501358
927	3.572969991
928	3.572497154
929	3.572180247
930	3.571836081
931	3.571439302
932	3.571228952
933	3.57079308
934	3.570353333
935	3.56989724
936	3.569644189
937	3.569284097
938	3.568922014
939	3.568517848
940	3.56815388
941	3.568065458
942	3.567784516
943	3.567378268
944	3.566980314
945	3.56647951
946	3.566189331
947	3.565851195
948	3.565464366
949	3.565304943
950	3.564901689
951	3.564600585
952	3.564229335
953	3.563938618
954	3.563547702
955	3.563257394
956	3.562958155
957	3.562595407
958	3.562352981
959	3.561915967
960	3.561345093
961	3.561086896
962	3.560772294
963	3.560626836
964	3.560092878
965	3.559920628
966	3.559763978
967	3.559390684
968	3.55884055
969	3.55845718
970	3.558070873
971	3.55773107
972	3.557344719
973	3.557073711
974	3.556643971
975	3.556313211
976	3.556008542
977	3.555821659
978	3.555406564
979	3.554872317
980	3.55452992
981	3.554104535
982	3.553742389
983	3.553322278
984	3.55307463
985	3.552740205
986	3.552481906
987	3.551969768
988	3.55127255
989	3.550995926
990	3.550696247
991	3.55047404
992	3.550262132
993	3.549955484
994	3.549411454
995	3.54924765
996	3.548889157
997	3.548619549
998	3.548268052
999	3.547876929
